url,status,merchant,title,currency,price,selected_option,lists,note,date_saved,last_updated,purchased_on,purchased_price,image_url
https://abulfit.myshopify.com/products/empower-seamless-full-zip-jacket-black,deleted,AYBL,Empower Seamless Full Zip Jacket - Black,EUR,€51.95,XS,,,2025-01-03 21:16:03.838689 +1100 AEDT,2025-01-03 21:19:37.62305 +1100 AEDT,,,https://cdn.shopify.com/s/files/1/3000/0340/files/07_11_24_AYBL_WOMENS6576.jpg?v=1733842914
https://abulfit.myshopify.com/products/sculpt-ribbed-flared-leggings-black,deleted,fr.aybl.com,fr.aybl.com,,,,,,2025-01-03 20:57:28.259 +1100 AEDT,2025-01-03 21:03:02.225964 +1100 AEDT,,,
https://www.farfetch.com/uk/shopping/women/twinset-leather-lace-up-shoes-item-24507705.aspx,deleted,Farfetch,leather lace-up shoes,GBP,£198.00,,,,2024-12-31 19:46:19.596324 +1100 AEDT,2024-12-31 19:46:45.7705 +1100 AEDT,,,https://cdn-images.farfetch-contents.com/24/50/77/05/24507705_55788058_1000.jpg
https://www.amazon.fr/rom-Juicy%E3%85%A3Longue-dur%C3%A9e%E3%85%A3MLBB%E3%85%A3Maquillage-Naturel%E3%85%A3Teinte-l%C3%A8vres%E3%85%A35-5g/dp/B092426CYY?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&smid=A1X6FK5RDHNB96&th=1,deleted,www.amazon.fr,rom&nd Juicy Lasting Tint #Bare JuicyㅣLongue duréeㅣMLBBㅣMaquillage NaturelㅣTeinte à lèvresㅣ5.5g / 0.2oz (23 NUCADAMIA) : Amazon.fr: Beauté et Parfum,,,,,,2024-12-25 04:48:38.375867 +1100 AEDT,2024-12-25 04:55:47.605185 +1100 AEDT,,,
https://www.amazon.fr/ROMAND-Teinte-%C3%A0-leau-verre/dp/B0855Z5T34?th=1,deleted,www.amazon.fr,ROMAND Glasting Water Teinte (#06 Purple Shower Violet) : Amazon.fr: Beauté et Parfum,,,,,,2024-12-25 04:50:31.742547 +1100 AEDT,2024-12-25 04:54:00.49796 +1100 AEDT,,,
https://pin.it/1WXQBL8DB,deleted,,,,,,,,2024-12-24 10:30:09.081554 +1100 AEDT,2024-12-24 10:30:23.42515 +1100 AEDT,,,
https://www.converse.com/fr/shop/p/chuck-70-plus-unisexe/A00916MP.html,deleted,,,,,,,,2024-12-24 08:20:47.645383 +1100 AEDT,2024-12-24 09:07:44.947064 +1100 AEDT,,,
https://www.converse.com/fr/shop/p/chuck-70-plus-unisexe/A00916MP.html,deleted,,,,,,,,2024-12-24 08:19:49.267747 +1100 AEDT,2024-12-24 08:21:13.516663 +1100 AEDT,,,
https://www.converse.com/fr/shop/p/chuck-70-plus-unisexe/A00916MP.html,deleted,,,,,,,,2024-12-24 08:17:15.629049 +1100 AEDT,2024-12-24 08:19:38.216087 +1100 AEDT,,,
https://www.converse.com/fr/shop/p/chuck-70-de-luxe-squared-leather-femme/A10039C.html?lang=fr_FR&dwvar_A10039C_color=bloodstone%2Fgold%2Fblack&styleNo=A10039C&cgid=All%20Platform,deleted,,,,,,,,2024-12-24 03:28:45.449907 +1100 AEDT,2024-12-24 08:19:31.221535 +1100 AEDT,,,
https://www.converse.com/fr/shop/p/chuck-70-plus-unisexe/A00916MP.html,deleted,,,,,,,,2024-12-24 03:32:37.4929 +1100 AEDT,2024-12-24 08:17:40.554498 +1100 AEDT,,,
https://www.converse.com/fr/shop/p/chuck-70-de-luxe-squared-leather-femme/A10039MP.html,deleted,,,,,,,,2024-12-24 08:15:41.527213 +1100 AEDT,2024-12-24 08:16:52.957308 +1100 AEDT,,,
https://www.converse.com/fr/shop/p/chuck-70-metal-%2B-monochrome-unisexe/A12518MP.html,deleted,,,,,,,,2024-12-24 03:33:06.043328 +1100 AEDT,2024-12-24 08:16:36.019818 +1100 AEDT,,,
